tax_seq_id,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0008152,GO:0009987,GO:0071704,GO:0110165
P03607,1,0,1,0,1,0,0,0,0,0
P84846,0,0,0,0,1,0,0,0,0,1
Q0ABW0,1,0,1,1,0,0,0,0,0,0
P08160,0,0,0,0,0,1,0,0,0,0
P11188,0,0,0,0,0,1,0,0,0,0
P09246,1,0,1,0,1,1,1,1,1,1
A0A086F3E3,1,0,1,1,0,1,0,1,0,0
A6VCX3,1,1,0,0,0,0,0,0,0,0
Q2WCN5,0,0,0,0,1,0,0,0,0,1
G2X4G0,0,0,0,0,1,1,0,0,0,1
D2JX42,1,0,1,0,0,0,0,0,0,0
H2D0G4,1,1,0,0,0,0,0,0,0,0
C0HKX5,0,0,0,0,1,1,0,0,0,1
D3JTC1,1,1,1,0,0,1,1,0,1,0
Q8GCH2,1,1,0,0,1,1,1,0,1,1
B3EWP8,0,0,0,0,1,1,0,0,0,1
Q32NK7,0,0,0,0,1,1,0,0,0,1
O06873,1,0,1,1,0,0,0,0,0,0
A0A220GHA5,1,0,1,0,0,1,0,0,0,0
D5FS20,1,1,0,0,0,0,0,0,0,0
A7LXM2,0,0,0,0,0,1,1,1,1,0
S7VVK4,1,0,1,1,1,1,1,1,1,1
P86353,1,0,1,1,1,0,0,0,0,0
P83010,0,0,0,0,1,0,0,0,0,1
Q868M7,1,0,1,1,1,1,0,1,0,1
P11652,1,0,1,1,0,0,0,0,0,0
Q8IS81,0,0,0,0,1,0,0,0,0,1
Q9PSM4,0,0,0,0,1,1,0,1,0,1
O61016,1,0,1,0,1,0,0,0,0,1
A2BIX4,1,1,0,0,0,1,1,1,1,0
P83142,0,0,0,0,0,1,1,1,0,0
H9L9E5,1,1,0,0,0,1,1,1,1,0
D7GXF9,1,1,0,0,0,1,1,0,1,0
P86921,0,0,0,0,1,0,0,0,0,1
D7FF05,0,0,0,0,0,1,0,0,0,0
P04663,1,0,1,1,0,0,0,0,0,0
Q9LRC8,1,1,0,0,0,0,0,0,0,0
C6KYS2,0,0,0,0,0,1,1,1,0,0
B1B5P4,1,1,0,0,1,0,0,0,0,1
Q6MQS4,0,0,0,0,0,1,0,1,0,0
B3F2X4,1,1,0,0,0,1,0,0,0,0
C0HLM4,1,1,0,0,0,1,1,0,1,0
P88989,1,0,1,1,0,0,0,0,0,0
Q2F6L1,0,0,0,0,1,0,0,0,0,1
Q1EPR5,0,0,0,0,0,1,1,1,0,0
P12554,1,0,1,1,0,0,0,0,0,0
P62022,0,0,0,0,1,0,0,0,0,1
Q84HB6,1,1,0,0,0,0,0,0,0,0
Q10749,1,1,1,0,1,1,0,0,0,1
P00590,1,1,0,0,0,0,0,0,0,0
Q2Y080,1,0,1,1,0,0,0,0,0,0
D0Z894,1,0,1,1,0,0,0,0,0,0
P0CC12,1,0,0,0,1,0,0,0,0,1
Q8W405,1,1,0,0,0,0,0,0,0,0
P86707,0,0,0,0,1,1,0,0,0,1
P47543,1,1,1,1,1,1,1,0,0,1
Q6X0I2,1,0,0,0,0,1,0,0,0,0
Q83730,1,0,1,1,0,1,0,0,0,0
P0DN68,1,0,1,0,1,0,0,0,0,0
A9D857,1,0,1,1,0,0,0,0,0,0
B6V2P4,0,0,0,0,1,0,0,0,0,0
Q3Y454,1,1,1,1,1,1,1,1,1,1
P03093,1,0,1,1,0,0,0,0,0,0
Q84568,0,0,0,0,0,1,0,0,0,0
P05422,1,0,1,1,1,1,0,1,0,1
I1TEH9,1,1,0,0,0,0,0,0,0,0
F2XF94,1,1,0,0,0,1,1,1,1,0
Q93P60,1,1,1,0,0,1,1,1,1,0
O05140,1,0,1,1,0,0,0,0,0,0
P84769,0,0,0,0,1,0,0,0,0,1
H6WZF2,1,1,0,0,0,1,1,1,1,0
C4ULG3,1,1,0,0,0,1,0,0,0,0
Q8JL80,1,0,1,1,0,0,0,0,0,0
A0A0H3L116,1,1,0,0,0,0,0,0,0,0
E0WN94,0,0,0,0,0,1,1,0,0,0
B3EWQ6,0,0,0,0,0,1,0,0,0,0
A0A087QAP7,1,1,0,0,0,0,0,0,0,0
B7T1D9,1,0,1,0,0,0,0,0,0,0
B7FDP2,1,0,0,0,1,1,0,0,0,1
Q82LU9,1,1,1,0,0,1,1,1,1,0
Q9XGN3,1,1,0,0,0,1,1,1,1,0
P86096,1,0,0,0,1,1,0,0,0,1
P16666,1,0,1,1,0,0,0,0,0,0
U5PW98,1,1,0,0,0,1,0,0,0,0
Q5GRP9,1,1,0,0,0,1,1,1,1,0
B0KZK1,1,1,0,0,0,0,0,0,0,0
Q4U331,1,1,1,1,0,1,1,1,1,0
R4JRR8,1,1,0,0,0,0,0,0,0,0
Q5FA01,0,0,0,0,0,1,0,1,0,0
E2IHE0,1,1,0,0,0,1,1,1,1,0
P23456,1,1,0,0,0,1,0,0,0,0
P82807,1,1,0,0,1,0,0,0,0,1
Q9XC48,1,1,0,0,0,0,0,0,0,0
P14994,0,0,0,0,0,1,1,1,1,0
A4NBN9,1,0,1,1,0,0,0,0,0,0
Q90WZ1,0,0,0,0,1,1,0,0,0,1
P83012,0,0,0,0,1,0,0,0,0,1
P60615,1,0,1,1,0,0,0,0,0,0
Q8H2C9,1,0,1,0,0,0,0,0,0,0
A0A088QTX9,1,0,1,1,0,0,0,0,0,0
Q8KKF5,1,1,0,0,0,0,0,0,0,0
P87662,1,0,1,1,1,1,0,0,0,1
P56634,1,0,1,0,0,0,0,0,0,0
D2Z0P9,1,0,1,1,0,0,0,0,0,0
A0A167V661,1,1,0,0,0,1,1,1,1,0
A0A161IUT7,1,1,0,0,0,1,1,1,1,0
P22143,1,1,1,0,0,1,1,1,1,0
P41302,1,1,0,0,0,0,0,0,0,0
P0CK43,0,0,0,0,0,1,0,0,0,0
Q27J49,0,0,0,0,1,0,0,0,0,1
B7GPC7,1,1,0,0,0,1,1,1,1,0
Q86BW2,1,0,1,1,0,0,0,0,0,0
B5LWZ9,0,0,0,0,0,1,0,0,0,0
Q2P9J6,1,1,0,0,0,1,1,1,1,0
P38582,0,0,0,0,1,1,1,1,0,1
I1HY48,1,1,0,0,0,0,0,0,0,0
H6WS93,0,0,0,0,1,1,0,0,0,1
O93036,1,0,1,1,0,0,0,0,0,0
B6A882,1,0,1,1,0,0,0,0,0,0
G8GV17,0,0,0,0,0,1,1,1,1,0
D1YGM4,1,1,0,0,0,0,0,0,0,0
I1VZI8,0,0,0,0,1,0,0,0,0,1
Q3XZZ9,1,1,0,0,0,0,0,0,0,0
B1ELW6,1,1,1,0,0,1,1,0,1,0
Q99AU3,1,0,1,1,0,0,0,0,0,0
P24935,0,0,0,0,0,1,0,0,0,0
P41437,1,0,1,1,0,0,0,0,0,0
P07659,1,1,0,0,0,1,0,0,0,0
Q76FP5,1,1,0,0,0,1,1,0,1,0
Q2L6E3,1,1,0,0,0,1,1,1,0,0
P83523,1,1,1,0,1,1,1,0,1,1
Q6BE24,1,1,0,0,0,0,0,0,0,0
Q7YYQ9,1,0,1,1,0,0,0,0,0,0
Q53865,1,1,1,0,0,0,0,0,0,0
P06663,1,0,1,1,0,0,0,0,0,0
F4ZCI3,1,1,0,0,0,1,1,1,1,0
E9BC06,1,1,0,0,1,1,0,1,0,1
K7WBL1,0,0,0,0,0,1,0,0,0,0
D0NJ41,0,0,0,0,0,1,0,0,0,0
Q8I6R7,0,0,0,0,1,1,0,0,0,1
P84790,1,0,1,0,1,1,0,0,0,1
P50477,1,0,1,1,1,0,0,0,0,0
P0DTQ4,1,1,0,0,0,1,1,1,1,0
O96382,0,0,0,0,0,1,0,0,0,0
O82521,1,1,0,0,0,1,1,0,1,0
Q9U518,1,1,0,0,0,1,1,1,1,0
Q1GNW5,1,1,1,0,0,0,0,0,0,0
Q0T963,1,1,0,0,1,0,0,0,0,1
Q1K9H5,1,0,1,1,0,0,0,0,0,0
Q49118,1,1,0,0,0,1,1,1,0,0
P0C8M2,1,0,1,1,1,0,0,0,0,1
Q786F2,1,0,1,1,0,0,0,0,0,0
P69282,0,0,0,0,1,1,0,0,0,1
G8HHE8,1,1,0,0,1,1,1,1,1,1
Q9YI92,0,0,0,0,0,1,0,0,0,0
P25058,1,0,1,0,0,0,0,0,0,0
Q3V5F2,1,1,0,0,0,0,0,0,0,0
D7A0Y0,1,1,0,0,0,1,1,1,1,0
P69718,1,0,1,1,0,1,0,1,0,0
G9MAN7,1,1,0,0,0,1,1,1,1,0
P26235,1,0,0,0,1,1,0,1,0,1
N1NXA6,1,0,1,0,0,0,0,0,0,0
Q86GF7,1,1,0,0,1,1,1,0,0,1
O04818,0,0,0,0,0,1,0,0,0,0
I3J7Q8,1,1,0,0,0,0,0,0,0,0
Q6J540,1,1,0,0,0,1,1,1,1,0
P00641,1,1,0,0,0,0,0,0,0,0
Q8J0F1,1,1,1,1,0,1,1,1,1,0
Q8I6U1,1,0,0,0,1,1,0,1,0,1
A8WCU7,1,1,0,0,0,1,0,1,0,0
Q39478,1,1,0,0,0,0,0,0,0,0
Q24803,1,1,1,1,0,0,0,0,0,0
P05048,1,0,1,0,0,0,0,0,0,0
B5XST9,1,0,1,1,0,0,0,0,0,0
P86575,0,0,0,0,1,0,0,0,0,1
P14079,1,0,1,1,1,1,0,1,0,1
Q197G0,0,0,0,0,0,1,1,1,1,0
Q8N0Q9,1,1,0,0,0,0,0,0,0,0
G2YD64,1,0,1,1,0,0,0,0,0,0
P16113,1,0,1,1,0,0,0,0,0,0
G8XQX1,1,1,1,0,0,0,0,0,0,0
E1V7W0,1,1,0,0,1,1,1,1,1,1
P84156,0,0,0,0,1,1,0,0,0,1
P84886,0,0,0,0,1,1,0,0,0,1
Q59229,1,1,0,0,0,0,0,0,0,0
Q8V2D1,1,0,1,1,0,0,0,0,0,0
Q9R7B5,1,0,1,1,0,0,0,0,0,0
A0A0K1YW63,1,0,0,0,0,1,0,1,0,0
F9RBV9,1,0,1,1,1,0,0,0,0,1
Q81862,1,1,0,0,0,0,0,0,0,0
C8CHL5,1,0,1,1,0,0,0,0,0,0
Q08696,0,0,0,0,1,1,0,1,0,1
P30074,1,1,0,0,0,1,1,1,1,0
O73948,1,0,1,1,0,0,0,0,0,0
Q9IVZ8,1,0,1,1,0,0,0,0,0,0
Q8KLU1,1,0,1,1,0,0,0,0,0,0
P05888,1,0,1,0,0,0,0,0,0,0
Q9XJR2,0,0,0,0,1,0,0,0,0,0
K9IMD0,0,0,0,0,1,1,0,0,0,1
A0A023FFB5,1,0,1,1,0,0,0,0,0,0
D0EW64,1,1,0,0,0,0,0,0,0,0
Q9KIZ4,0,0,0,0,0,1,1,1,1,0
Q7RA60,0,0,0,0,1,0,0,0,0,1
Q0SSB9,0,0,0,0,0,1,0,0,0,0
K7QK87,0,0,0,0,0,1,0,0,0,0
P84768,0,0,0,0,1,0,0,0,0,1
Q8ISS3,1,1,0,0,0,1,1,1,1,0
P03185,1,0,1,1,0,1,0,0,0,0
P84773,0,0,0,0,1,1,0,0,0,1
H9D1R1,1,1,0,0,0,1,0,0,0,0
Q5L4H4,1,0,1,1,0,0,0,0,0,0
P60590,1,0,0,0,0,0,0,0,0,0
F1T149,0,0,0,0,1,1,0,0,0,1
E3PQQ8,0,0,0,0,1,1,0,0,0,1
Q9P885,1,1,0,0,0,1,1,1,1,0
Q5W9T5,1,0,0,0,0,1,0,1,0,0
B3EY95,1,1,0,0,0,1,1,1,1,0
P89079,1,0,1,1,0,0,0,0,0,0
P84845,1,0,0,0,1,1,0,0,0,1
P86316,0,0,0,0,1,1,0,0,0,1
Q83153,1,0,1,1,0,0,0,0,0,0
I1XB05,0,0,0,0,0,1,0,1,0,0
P28960,0,0,0,0,1,0,0,0,0,1
G1AQA5,0,0,0,0,0,1,0,0,0,0
P0CT92,1,1,0,0,0,1,1,1,1,0
P0DOF2,1,0,1,1,0,0,0,0,0,0
S8GIB3,1,0,0,0,1,1,0,1,0,1
Q9XG70,0,0,0,0,0,1,0,1,0,0
A1BTV4,0,0,0,0,1,0,0,0,0,0
A0A166U5H3,1,1,0,0,1,1,1,1,1,1
Q8KZP3,1,0,1,1,0,0,0,0,0,0
A8BBB4,1,0,1,1,0,0,0,0,0,0
Q83YM6,1,0,1,1,0,0,0,0,0,0
G4ZSG0,1,0,1,1,0,0,0,0,0,0
W7JLR6,1,1,1,1,0,0,0,0,0,0
Q8LTE6,0,0,0,0,0,1,0,0,0,0
O40955,1,0,1,1,0,0,0,0,0,0
P84868,0,0,0,0,0,1,0,0,0,0
O77206,1,1,0,0,0,1,1,1,0,0
P07845,1,0,1,1,0,0,0,0,0,0
Q5HH69,1,1,0,0,0,0,0,0,0,0
A0A0M4F9K9,1,1,0,0,0,0,0,0,0,0
Q54410,1,1,0,0,1,1,1,0,1,1
P61558,0,0,0,0,0,1,0,1,0,0
A0A447CCJ8,0,0,0,0,1,1,0,0,0,1
B5EV73,1,0,1,0,1,1,0,0,0,0
Q79AF8,1,0,0,0,0,0,0,0,0,0
A0A060L4I9,0,0,0,0,1,0,0,0,0,1
P85212,0,0,0,0,1,1,0,0,0,1
P85975,1,1,1,0,1,1,0,0,0,1
L0DSL2,1,1,1,0,0,1,1,0,0,0
P78696,1,1,0,0,0,1,1,1,1,0
A0A0G2UGT2,1,0,1,0,0,1,0,1,0,0
P0C794,1,0,1,1,0,0,0,0,0,0
Q9NAR7,1,1,0,0,0,0,0,0,0,0
Q5I6B5,1,1,0,0,0,0,0,0,0,0
Q8DCK7,1,1,0,0,0,0,0,0,0,0
O52830,1,0,1,1,0,0,0,0,0,0
E7D6B9,1,1,0,0,0,0,0,0,0,0
P0DD38,1,0,0,0,0,0,0,0,0,0
Q6IUF8,1,0,1,1,0,0,0,0,0,0
C0HLZ3,0,0,0,0,1,0,0,0,0,1
Q0QLE9,1,1,0,0,0,1,1,1,1,0
P84854,1,1,0,0,0,1,0,0,0,0
P04613,1,0,1,0,0,1,0,0,0,0
H9NAC2,0,0,0,0,1,0,0,0,0,1
A0A1J1DL12,1,1,0,0,0,1,1,0,1,0
P80077,1,0,1,1,0,0,0,0,0,0
Q40858,0,0,0,0,0,1,0,0,0,0
A5KUH4,1,0,1,0,0,0,0,0,0,0
I7HB71,1,1,0,0,0,0,0,0,0,0
P59747,1,0,1,0,0,0,0,0,0,0
G4NYJ6,1,1,0,0,0,0,0,0,0,0
P0DOJ9,1,0,1,1,0,0,0,0,0,0
A0Q7H3,0,0,0,0,1,0,0,0,0,1
A0A1C9CX66,1,1,0,0,0,1,1,1,1,0
Q67020,1,0,1,1,0,0,0,0,0,0
Q5MY96,0,0,0,0,0,1,0,0,0,0
Q7SZE2,1,1,0,0,1,1,1,0,1,1
Q47910,1,1,1,0,1,1,0,1,0,1
Q8SDS7,0,0,0,0,0,1,0,0,0,0
Q8MZJ8,0,0,0,0,1,0,0,0,0,1
C0HKX6,0,0,0,0,1,1,0,0,0,1
D4AK45,1,1,0,0,0,1,1,1,1,0
F7X8H2,1,0,1,0,1,1,0,0,0,0
B3EWP6,1,1,0,0,1,0,0,0,0,1
P06164,1,0,1,1,0,0,0,0,0,0
F5HGT1,0,0,0,0,1,0,0,0,0,0
P81447,0,0,0,0,1,0,0,0,0,1
Q53084,1,1,0,0,1,1,1,0,1,1
F9UQH6,1,0,1,0,1,1,0,0,0,0
Q2UXR3,0,0,0,0,1,0,0,0,0,1
B0T0B1,1,1,1,0,0,1,1,0,1,0
P86269,1,0,0,0,0,0,0,0,0,0
Q9HIA5,1,0,1,1,0,0,0,0,0,0
Q88AW8,1,0,0,0,0,1,0,0,0,0
P86328,1,1,0,0,1,1,1,1,1,1
E4TN31,1,0,0,0,1,1,0,1,0,1
O12792,0,0,0,0,1,0,0,0,0,0
P08703,1,1,0,0,1,1,1,1,1,1
P24698,0,0,0,0,0,1,0,0,0,0
Q92258,1,0,0,0,1,1,0,0,0,1
B5RAG0,1,1,1,0,0,1,1,0,1,0
B4GVM9,0,0,0,0,1,0,0,0,0,1
P37736,0,0,0,0,0,1,0,0,0,0
P86702,1,0,1,0,1,1,0,0,0,1
P84919,0,0,0,0,1,0,0,0,0,1
Q764T8,1,1,0,0,0,1,1,1,1,0
D2J2T6,1,1,0,0,0,0,0,0,0,0
P86453,1,0,0,0,1,1,0,1,0,1
A0A076GD02,1,1,0,0,0,0,0,0,0,0
F7J1C8,1,1,0,0,0,1,1,0,1,0
A0A0F5HNC1,0,0,0,0,1,0,0,0,0,1
C7E9V9,0,0,0,0,1,1,0,0,0,1
Q4H4E4,1,1,0,0,0,1,1,1,0,0
Q2G1M5,1,1,0,0,0,1,1,1,1,0
P14155,1,0,1,1,1,1,1,1,1,0
A0A0A0PJ25,0,0,0,0,0,1,0,1,0,0
P20703,1,1,0,0,0,0,0,0,0,0
Q8GZP6,1,0,0,0,0,1,0,1,0,0
Q47CX0,1,1,0,0,0,0,0,0,0,0
Q6NCB2,1,0,1,1,0,0,0,0,0,0
P45387,1,0,1,1,0,0,0,0,0,0
G4SW86,1,1,1,0,0,1,1,1,1,0
A0A0S1TQ04,1,1,0,0,0,1,1,1,1,0
Q6WZB0,1,1,0,0,0,1,1,1,0,0
C5G6D7,1,1,1,0,0,1,1,1,1,0
Q8GI14,1,1,1,0,0,1,1,1,1,0
A4ZFB2,0,0,0,0,1,0,0,0,0,0
A8CVF3,0,0,0,0,1,1,0,1,0,1
A1YV58,0,0,0,0,1,1,0,0,0,1
Q86PM2,1,1,0,0,0,1,1,1,1,0
B3EWR6,0,0,0,0,0,1,0,0,0,0
Q8A861,1,1,1,0,0,1,1,0,1,0
F1BVB6,1,1,1,0,0,0,0,0,0,0
P83582,1,1,0,0,1,1,1,0,1,1
A0A0K0MJN3,1,0,1,0,0,1,0,1,0,0
O84876,1,1,0,0,0,1,1,0,1,0
Q7LZ71,1,0,1,0,0,0,0,0,0,0
A1Z0M0,0,0,0,0,1,1,0,0,0,1
P00198,1,0,1,0,0,0,0,0,0,0
Q67GI0,1,1,0,0,0,1,1,1,1,0
Q6FVR0,0,0,0,0,1,0,0,0,0,1
Q5EGQ2,1,0,1,1,0,0,0,0,0,0
Q2GIE3,0,0,0,0,1,0,0,0,0,1
O21969,0,0,0,0,0,1,0,0,0,0
P84761,1,0,0,0,0,1,0,0,0,0
Q9GV36,0,0,0,0,0,1,0,1,0,0
A5LGM7,1,0,0,0,1,1,0,0,0,1
C0HJF8,0,0,0,0,1,0,0,0,0,1
Q9KHK2,1,0,1,1,0,0,0,0,0,0
Q8GR92,1,0,1,1,0,0,0,0,0,0
P80186,1,1,0,0,1,0,0,0,0,1
Q2F6M8,0,0,0,0,1,0,0,0,0,1
Q6SGW1,1,1,0,0,0,1,1,1,1,0
Q8PN77,1,0,1,0,1,1,0,1,0,0
P0DOF5,1,0,1,1,0,0,0,0,0,0
Q9X9Q7,1,1,0,0,0,1,1,1,1,0
B4QGZ2,1,0,1,0,0,1,0,0,0,0
P86486,0,0,0,0,1,1,0,0,0,1
O92972,1,0,1,1,1,1,0,0,0,1
A0A0E2J8L1,1,0,1,0,1,1,0,0,0,0
O26771,1,0,1,1,0,0,0,0,0,0
A0A0W0EI05,0,0,0,0,1,0,0,0,0,1
Q9FUB7,1,1,0,0,0,1,1,0,1,0
P0DJL2,1,0,1,1,1,1,0,0,0,1
Q3S2Y4,1,0,1,1,0,0,0,0,0,0
Q9Y8H5,1,1,0,0,0,1,1,1,1,0
Q8KGE0,1,1,0,0,0,1,1,1,1,0
B0G181,0,0,0,0,1,0,0,0,0,1
A1CFL5,1,1,0,0,0,1,1,1,1,0
A0A151EDA9,1,0,1,1,0,0,0,0,0,0
A0A0H3LHU4,1,1,1,0,1,1,0,1,0,1
P86582,0,0,0,0,1,0,0,0,0,1
P56855,0,0,0,0,1,0,0,0,0,1
A5E2T5,1,1,0,0,0,1,1,1,1,0
Q76EC9,1,1,0,0,1,1,0,0,0,1
B7ZK61,1,0,1,0,0,0,0,0,0,0
P11496,1,0,1,1,1,1,0,0,0,1
Q03035,1,0,1,1,0,0,0,0,0,0
C4R8D7,1,0,1,1,1,1,1,1,0,1
Q8ZY09,1,1,0,0,0,1,1,1,1,0
C7G1H4,0,0,0,0,1,1,0,0,0,1
C4M483,1,0,1,1,0,0,0,0,0,0
A0A286R227,1,1,1,0,0,1,1,1,1,0
Q58J72,0,0,0,0,1,0,0,0,0,1
D2K8N5,0,0,0,0,1,1,0,1,0,1
P07173,0,0,0,0,1,1,1,1,0,1
Q4TVQ0,0,0,0,0,0,1,0,0,0,0
Q69559,1,0,1,1,0,0,0,0,0,0
P0DTS9,1,1,0,0,0,1,1,1,1,0
Q6QDP0,1,1,0,0,0,1,1,1,1,0
P81428,1,1,0,0,1,0,0,0,0,1
A0A0F7J832,0,0,0,0,0,1,0,1,0,0
Q5V913,1,0,1,1,0,1,0,1,0,0
Q9K4M4,1,1,0,0,0,1,1,1,0,0
A0A7U9P668,1,1,1,1,0,1,1,1,1,0
P55897,0,0,0,0,0,1,0,0,0,0
Q7U4Z9,1,1,0,0,0,1,1,1,1,0
F9X2M4,0,0,0,0,0,1,1,1,1,0
P82042,1,0,1,1,1,1,0,1,0,1
Q64770,1,0,1,1,0,0,0,0,0,0
Q86SC0,1,0,1,0,1,1,0,0,0,1
P75189,1,0,1,1,1,0,0,0,0,1
Q7JPS0,1,0,1,0,1,1,1,1,1,1
B8ZV93,1,1,0,0,0,1,1,1,0,0
P45782,1,0,1,1,0,0,0,0,0,0
Q9DFV2,0,0,0,0,1,1,0,0,0,1
M1H607,0,0,0,0,0,1,0,0,0,0
Q79F77,0,0,0,0,0,1,1,1,0,0
B3EWJ2,1,0,1,0,0,0,0,0,0,0
Q2FID4,1,1,0,0,0,0,0,0,0,0
G5CPX1,0,0,0,0,0,1,0,0,0,0
B9URJ1,0,0,0,0,1,0,0,0,0,1
Q2F6L6,0,0,0,0,1,0,0,0,0,1
A0A2R4KP93,1,0,1,1,0,0,0,0,0,0
O76745,1,0,1,0,1,1,0,0,0,1
Q7MFA2,1,0,1,0,1,1,0,0,0,0
P15262,0,0,0,0,1,1,0,1,0,1
Q801X7,1,0,1,0,1,1,0,0,0,1
P35977,1,0,1,1,0,0,0,0,0,0
P11218,1,0,1,1,0,0,0,0,0,0
P41495,1,0,1,1,0,0,0,0,0,0
Q96WN6,1,0,0,0,1,1,0,0,0,1
P84865,1,0,1,0,0,0,0,0,0,0
P84214,0,0,0,0,1,0,0,0,0,1
P83403,0,0,0,0,1,1,0,0,0,1
Q9KJ82,1,0,1,1,1,1,0,0,0,0
P16287,0,0,0,0,0,1,0,0,0,0
Q59289,1,1,0,0,1,1,1,1,1,1
P03157,1,0,1,1,0,0,0,0,0,0
G0LD36,1,1,0,0,0,0,0,0,0,0
C0HLZ4,1,1,0,0,0,1,0,0,0,0
Q8GCC1,1,0,1,1,0,0,0,0,0,0
Q67622,0,0,0,0,0,1,1,1,1,0
M1PFC6,1,0,1,1,0,0,0,0,0,0
G3XCY5,0,0,0,0,1,1,1,1,1,1
Q9ZIP8,1,0,1,0,1,1,0,0,0,0
Q9AQS0,1,1,1,0,0,1,1,0,1,0
Q6DUB4,0,0,0,0,1,0,0,0,0,1
A0A1I7U4N8,0,0,0,0,0,1,0,0,0,0
Q38156,1,1,0,0,0,0,0,0,0,0
P84994,0,0,0,0,1,1,0,1,0,1
P85826,0,0,0,0,1,1,0,0,0,1
J9PBR9,1,0,1,1,0,0,0,0,0,0
Q96VN5,1,1,1,1,1,1,1,1,1,1
Q99152,1,0,1,1,0,0,0,0,0,0
A0A5B8NIM2,1,1,0,0,1,1,1,1,1,1
J7LQ09,1,1,0,0,0,1,1,1,1,0
A6X391,1,1,0,0,0,0,0,0,0,0
P18272,1,0,1,1,1,0,0,0,0,0
M5EES5,1,1,0,0,0,1,1,1,1,0
P83657,0,0,0,0,0,1,0,0,0,0
A9BGA3,1,0,1,0,1,0,0,0,0,0
P86471,0,0,0,0,1,1,0,0,0,1
Q9NIG5,1,0,1,1,0,0,0,0,0,0
Q6GZ04,1,1,0,0,0,1,1,1,1,0
C8Z3H3,1,0,1,1,0,0,0,0,0,0
A0A1B9I5J6,1,1,0,0,0,1,1,1,1,0
Q8JPY1,0,0,0,0,1,0,0,0,0,0
Q5W271,0,0,0,0,0,1,1,1,0,0
K9NVA6,1,0,1,0,1,0,0,0,0,1
A9ZND1,1,1,0,0,0,1,1,0,1,0
P12296,1,1,0,0,1,1,1,1,1,0
Q8WSF8,1,0,1,1,0,0,0,0,0,0
C0HLS2,0,0,0,0,1,1,0,1,0,1
P21735,1,0,1,1,0,0,0,0,0,0
C4TP09,1,1,1,0,0,0,0,0,0,0
C0HJM4,0,0,0,0,1,1,0,0,0,1
Q6DNE2,1,0,1,1,0,0,0,0,0,0
P03602,0,0,0,0,1,0,0,0,0,1
Q9LCU3,1,1,0,0,0,1,1,1,1,0
P68163,1,1,1,0,1,1,1,0,1,1
F1BCP4,0,0,0,0,0,1,0,0,0,0
P03077,1,0,1,1,0,0,0,0,0,0
P11796,0,0,0,0,1,0,0,0,0,1
P89522,1,0,1,1,0,0,0,0,0,0
P0DTQ0,1,1,1,0,0,1,1,1,1,0
P09396,0,0,0,0,1,0,0,0,0,1
Q9L4Q7,1,1,0,0,0,0,0,0,0,0
Q1W694,1,1,0,0,0,1,1,1,1,0
B5XI03,0,0,0,0,0,1,0,0,0,0
Q83639,0,0,0,0,0,1,0,1,0,0
Q9C447,0,0,0,0,0,1,1,1,1,0
C6CBG9,1,1,1,0,0,1,1,0,1,0
P85345,1,1,0,0,0,0,0,0,0,0
D5E0A1,1,1,0,0,0,1,1,1,1,0
D1MGU1,1,0,1,1,1,1,0,0,0,1
O35210,1,0,0,0,0,0,0,0,0,0
P0DJJ7,1,1,0,0,1,1,1,1,1,1
A5IZ80,1,1,0,0,0,0,0,0,0,0
Q4Q2F6,0,0,0,0,1,0,0,0,0,1
X2G6C4,1,0,1,1,0,0,0,0,0,0
Q2HWU2,0,0,0,0,1,0,0,0,0,1
Q8GHB2,1,1,0,0,0,1,1,1,0,0
J7GY78,1,1,0,0,0,0,0,0,0,0
P83721,1,0,1,0,0,0,0,0,0,0
Q87KN2,0,0,0,0,0,1,0,0,0,0
Q97BE1,1,1,0,0,0,0,0,0,0,0
P85004,1,0,1,0,0,1,0,0,0,0
Q9SPB1,1,1,0,0,0,0,0,0,0,0
Q4G3H1,1,0,1,1,0,0,0,0,0,0
P06593,1,0,1,1,0,0,0,0,0,0
P85873,0,0,0,0,1,0,0,0,0,1
D6R3B6,1,1,0,0,0,1,1,0,1,0
A8AAA9,1,0,1,1,0,0,0,0,0,0
Q19MC2,0,0,0,0,0,1,0,1,0,0
Q00799,0,0,0,0,1,1,0,1,0,1
G1PXH7,1,0,1,1,0,0,0,0,0,0
P0DUD0,1,1,0,0,0,1,1,0,1,0
Q853W0,1,0,1,0,0,0,0,0,0,0
C0HKX3,0,0,0,0,1,1,0,0,0,1
Q86FP8,1,0,0,0,0,0,0,0,0,0
A4FXZ3,1,0,1,1,0,0,0,0,0,0
P10051,0,0,0,0,0,1,0,0,0,0
Q1MJ97,1,1,0,0,0,1,1,1,1,0
Q05246,0,0,0,0,0,1,0,0,0,0
Q8X1D8,1,1,1,0,0,1,1,0,0,0
P33186,1,0,1,1,0,0,0,0,0,0
Q96662,1,0,1,1,0,0,0,0,0,0
P26261,1,0,1,1,0,1,0,1,0,0
Q92ET9,1,1,0,0,0,0,0,0,0,0
Q9XS82,1,0,1,1,0,0,0,0,0,0
Q26304,1,1,1,0,0,1,1,1,0,0
Q0ILH2,1,1,0,0,0,0,0,0,0,0
P82410,1,0,0,0,0,1,0,0,0,0
B7UMB3,1,0,1,1,0,0,0,0,0,0
P84270,1,0,0,0,1,1,0,0,0,1
